tweet
Lah enak bener , dia yg langgar malah di kasih gratis , orang yg kgk langgar malah bayar , mana udah di kasih 20ribu masker gratis , orang-orang yg lebih memerlukan malah kgk kebagian , haduh. #indonesiaterserah
Kalo di gambar, ini mreka SEPERTINYA sdh ikut protokol dengan at least pakai masker. Jadi masker itu fungsinya? Coba apa bs ada yg telusuri bener ga penularannya krn hari itu? Lah kalo yg barusan kondangan lbh banyak umatnya dempet pula piye kabare? #COVID19 #indonesiaterserah  https://t.co/UsVBZuZFj5
"Apa mungkin ini politiknya dia? Ngijinin acara nikahan sampe"" nyumbang masker. demi ini toh? #AniesForPresidenRI2024  #indonesiaterserah"
sekolah di adakan sistem daring karna pandemi liga 1 sepakbola tidak diizinkan.tapi pilkada tetap lanjut? itu maskernya di dagu semua ga ada yang jaga jarak,apa itu protokol kesehatan? #indonesiaterserah
@BNPB_Indonesia 20.000 masker ada yg lebih membutuhkan malah dibagi ke acara secara cuma-cuma. Pola pikirnya sudah mati ya Pak ?  #indonesiaterserah
Kongkow tiap malam di cafe. Berkerumun. Ga pake masker.🥱🥱🥱🥱 Harus terkena dampak dlu y, baru sadar😓😓😓 #indonesiaterserah
@BNPB_Indonesia CORONA TIDAK ADA karna BNPB menyakiti hati rakyat 20.000 masker entah di bagi apa enggak tapi bencana di merapi lebih ngotak dari pada rijiksihab #indonesiaterserah
"PSBB DKI jakarta Boleh keluar rumah asal pakai masker,boleh berkerumun asal pakai ""daster"" tetap jaga 3M ( Menghujat,Mengumpat,Melaknat).#indonesiaterserah #polritakutormas"
Kenapa ngga nyumbang 20rb masker buat warga non muslim biar bisa ngerayaain natal? #indonesiaterserah
Dideket pasar rumahku ada razia masker (padahal mayoritas kan penduduk deket deket situ aja pendatangnya) Lah kemaren yang berbondong bondong ke bandara dari segala penjuru ada razia juga ga ya?😅 #indonesiaterserah
@CNNIndonesia Sudah waktunya Doni di ganti, cukup bagi-bagi masker, Satgas harus kerja ikut protokol dong! #indonesiaterserah
@kompascom Doni Munardo harus di ganti, kerjanya cuma bgi masker doang! #indonesiaterserah
@jokowi Ketua Satgas dah perlu di ganti nih. Pasti ada yg lebih bagus dari Doni yg cuma bisa bagi masker. #indonesiaterserah
seandainya pilkada di skip dulu, mungkin tidak akan ada yg namanya penutupan jalan protokol sepanjang 200m dan pembagian 20rb masker. kadang kita harus membalikkan logika, bukan mengikuti logika. #Trending #indonesiaterserah
Nikahan boleh ya , dibagiin masker pula kalau orang kami nikah aja dibatesin sampe 15 orang aja didalem lah itu malah ngundangnya sampe 1 kampung , untung aja dikampung jauh dari kota jadi aman aman waee bodo amat lah yang penting gas gas gas kenalpot Kan #indonesiaterserah
YOSH!!! SUDAH DIPUTUSKAN, BUAT LIVE MUSIC, ACARA NIKAHAN, TAHUN BARUAN, NATALAN. DRESSCODE PUTIH PUTIH YA!! BIAR DISUPPORT MASKER DAN ANTI DIBUBARKAN  #indonesiaterserah
tenaga medis kehabisan maskerr, yauda sih ngadain pernikahan aja.  #indonesiaterserah
